Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.07   766.97      0.09    21310     0.00     0.00  Integer#chr
  0.06   767.05      0.08     2402     0.03     0.18  Pio::Mac#to_a
  0.06   767.13      0.08     4024     0.02     0.39  BinData::MultiFieldArgSeparator#separate_args
  0.06   767.21      0.08     6526     0.01     0.44  BinData::Base#==
  0.06   767.29      0.08     3313     0.02     0.06  Kernel#extend
  0.06   767.37      0.08     1215     0.07     0.61  BinData::MultiFieldArgSeparator#field_names_in_parameters?
  0.06   767.45      0.08     1612     0.05     0.14  Trema::Switch#drain
  0.06   767.53      0.08     3209     0.02    18.64  BinData::Base.read
  0.05   767.60      0.07     1200     0.06     0.07  Pio::OpenFlow::Port#max
  0.05   767.67      0.07     4816     0.01     0.02  BinData::Struct#clear
  0.05   767.74      0.07     2400     0.03     0.18  Pio::EthernetHeader#vlan?
  0.05   767.81      0.07    17319     0.00     0.00  Hash#has_key?
  0.05   767.88      0.07    55372     0.00     0.00  Array#at
  0.05   767.95      0.07    16520     0.00     0.00  BinData::Struct#initialize_instance
  0.05   768.02      0.07     1690     0.04     0.66  TSort.each_strongly_connected_component_from
  0.05   768.09      0.07     4995     0.01     0.01  String#=~
  0.05   768.16      0.07    37399     0.00     0.00  Fixnum#+
  0.05   768.23      0.07     2036     0.03     0.16  BinData::Uint32be#read_and_return_value
  0.05   768.30      0.07      800     0.09     0.81  Pio::OpenFlow10::PacketIn::Body#method_missing
  0.05   768.37      0.07      800     0.09     1.00  Pio::IPv4Address#prefixlen
  0.05   768.44      0.07    35713     0.00     0.00  Module#method_added
  0.04   768.50      0.06     2402     0.02     3.39  Pio::Type::MacAddress#set
  0.04   768.56      0.06    13236     0.00     0.00  Fixnum#|
  0.04   768.62      0.06    15321     0.00     0.00  String#length
  0.04   768.68      0.06     2805     0.02    14.85  Pio::OpenFlow::Message#method_missing
  0.04   768.74      0.06    19238     0.00     0.00  Array#index
  0.04   768.80      0.06     5147     0.01     0.01  Hash#initialize
  0.04   768.86      0.06     3638     0.02     3.81  Enumerable#each_with_object
  0.04   768.92      0.06     4000     0.02     0.02  NilClass#inspect
  0.04   768.98      0.06      529     0.11     0.76  Module#module_eval
  0.04   769.04      0.06    14256     0.00     0.00  Array#include?
  0.04   769.10      0.06      520     0.12     0.29  Enumerable#sort_by
  0.04   769.16      0.06     1530     0.04     0.36  Bundler::SpecSet#sorted
  0.04   769.22      0.06    15420     0.00     0.00  BinData::Framework#initialize_shared_instance
  0.04   769.28      0.06     1073     0.06     0.13  Gem::Dependency#hash
  0.04   769.34      0.06      239     0.25     0.25  File.expand_path
  0.04   769.40      0.06     2402     0.02     0.46  Pio::IPv4Address#to_a
  0.04   769.46      0.06     9381     0.01     0.01  Kernel#hash
  0.04   769.52      0.06     4246     0.01     0.06  BinData::StructArgProcessor#sanitize_fields
  0.04   769.58      0.06      806     0.07     0.98  BinData::BasePrimitive::AssertPlugin#assert!
  0.04   769.64      0.06    16214     0.00     0.00  Array#empty?
  0.04   769.70      0.06     1601     0.04     0.17  BinData::String#assign
  0.04   769.76      0.06      800     0.07     0.36  Pio::OpenFlow10::FlowMod::Command#set
  0.04   769.82      0.06    12016     0.00     0.00  Regexp#match
  0.04   769.88      0.06    36154     0.00     0.00  Exception#exception
  0.04   769.94      0.06      403     0.15     8.24  Trema::Switch#read_openflow_binary
  0.04   770.00      0.06     2402     0.02     0.12  BinData::Primitive#respond_to?
  0.04   770.05      0.05      800     0.06    23.88  Pio::OpenFlow10::MatchOpenFlow10#set
  0.04   770.10      0.05     4604     0.01     0.01  String#gsub
  0.04   770.15      0.05     2007     0.02    54.47  BinData::Struct#assign
  0.04   770.20      0.05    14808     0.00     0.01  BinData::AcceptedParametersPlugin#accepted_parameters
  0.04   770.25      0.05     3211     0.02     0.02  Hash#==
  0.04   770.30      0.05      638     0.08     1.35  BinData::SanitizedPrototype#initialize
  0.04   770.35      0.05    12420     0.00     0.00  Gem::Specification#default_value
  0.04   770.40      0.05     1828     0.03     0.10  Gem::Requirement#initialize
  0.04   770.45      0.05      176     0.28     4.32  Gem::Specification.load
  0.04   770.50      0.05      857     0.06     0.08  BinData::Registry#underscore_name
  0.04   770.55      0.05        5    10.00    10.00  #<BinData::Struct:0x000000024d4458>.reason
  0.04   770.60      0.05        1    50.00    50.00  #<Pio::Parser::IPv4Packet:0x007f5435178f00>.ip_header_length
  0.04   770.65      0.05     2812     0.02     3.66  BasicObject#instance_exec
  0.04   770.70      0.05     1600     0.03     0.33  BinData::IO::Read#readbits
  0.04   770.75      0.05      401     0.12     0.12  Pio::OpenFlow::Message#parse_body_options
  0.04   770.80      0.05     2400     0.02     9.71  Pio::OpenFlow10::PacketIn::Format#method_missing
  0.04   770.85      0.05      800     0.06     3.15  Pio::OpenFlow::Actions#set
  0.03   770.89      0.04    23613     0.00     0.00  Array#pop
  0.03   770.93      0.04      399     0.10   290.13  Cbench#packet_in
  0.03   770.97      0.04    15420     0.00     0.00  Method#owner
  0.03   771.01      0.04      508     0.08     0.24  BinData::BasePrimitive#initialize_shared_instance
  0.03   771.05      0.04     2004     0.02     0.02  BinData::IO::Write#initialize
  0.03   771.09      0.04     1207     0.03     0.03  Pio::OpenFlow::Message#valid_body_options
  0.03   771.13      0.04     4808     0.01     0.72  Enumerable#map
  0.03   771.17      0.04     5613     0.01     0.01  BinData::Array#initialize_instance
  0.03   771.21      0.04     1612     0.02     0.11  Pio::OpenFlow::TransactionId#get
  0.03   771.25      0.04    18134     0.00     0.00  Fixnum#<<
  0.03   771.29      0.04     9207     0.00     0.00  Hash#length
  0.03   771.33      0.04    12823     0.00     0.00  String#force_encoding
  0.03   771.37      0.04      403     0.10    23.25  Pio::OpenFlow.read
  0.03   771.41      0.04     8304     0.00     0.00  Array#compact
  0.03   771.45      0.04      628     0.06     1.46  BinData::DSLMixin::DSLParser#append_field
  0.03   771.49      0.04     6425     0.01     0.03  BinData::Base#lazy_evaluator
  0.03   771.53      0.04     1836     0.02     0.14  Gem::Specification._resort!
  0.03   771.57      0.04     2688     0.01     0.06  Bundler::SpecSet#lookup
  0.03   771.61      0.04      378     0.11     0.48  Bundler::Index#search_by_dependency
  0.03   771.65      0.04      628     0.06     2.99  BinData::DSLMixin::DSLParser#parse_and_append_field
  0.03   771.69      0.04      309     0.13     0.36  Bundler::LockfileParser#parse_spec
  0.03   771.73      0.04     2485     0.02     0.60  Bundler::SpecSet#tsort_each_child
  0.03   771.77      0.04     1241     0.03     0.03  Array#-
  0.03   771.81      0.04    22789     0.00     0.00  String#+
  0.03   771.85      0.04     4169     0.01     0.01  BinData::SanitizedParameters#create_sanitized_endian
  0.03   771.89      0.04    11578     0.00     0.00  Fixnum#to_s
  0.03   771.93      0.04      815     0.05     0.64  BinData::StructArgProcessor#sanitized_field_names
  0.03   771.97      0.04      400     0.10   123.85  Pio::ExactMatch#initialize
  0.03   772.01      0.04     5661     0.01     0.01  Symbol#to_proc
  0.03   772.05      0.04     1600     0.02     0.49  Pio::OpenFlow10::FlowMod::Body::Flags#get
  0.03   772.09      0.04    11262     0.00     0.00  String#to_s
  0.02   772.12      0.03      401     0.07     0.10  Kernel#rand
  0.02   772.15      0.03      806     0.04     0.83  BinData::String#read_and_return_value
  0.02   772.18      0.03      400     0.08     0.18  Trema::Controller::FlowModAddOption#to_hash
  0.02   772.21      0.03     2058     0.01     0.01  Hash#initialize_copy
  0.02   772.24      0.03     3224     0.01     1.60  Enumerable#reduce
  0.02   772.27      0.03     6848     0.00     0.01  Hash#key?
  0.02   772.30      0.03      405     0.07     0.07  IO#write
  0.02   772.33      0.03     4000     0.01     0.03  Kernel#fail
  0.02   772.36      0.03      400     0.08    11.43  Pio::OpenFlow::Actions#get
  0.02   772.39      0.03     5353     0.01     0.01  BinData::AcceptedParametersPlugin::AcceptedParameters#default
  0.02   772.42      0.03      800     0.04     0.09  Pio::OpenFlow::Port#reserved_port_number?
  0.02   772.45      0.03    23998     0.00     0.00  Array#last
  0.02   772.48      0.03     2510     0.01     0.05  BinData::DSLMixin::DSLFieldValidator#option?
  0.02   772.51      0.03      638     0.05     0.30  BinData::Registry#lookup
  0.02   772.54      0.03     6422     0.00     0.00  BinData::LazyEvaluator#initialize
  0.02   772.57      0.03     2402     0.01     0.01  MatchData#captures
  0.02   772.60      0.03      806     0.04     0.04  IO#readpartial
  0.02   772.63      0.03      400     0.08    22.50  Pio::ExactMatch#method_missing
  0.02   772.66      0.03      400     0.08     0.20  Pio::OpenFlow10::FlowMod::Command#get
  0.02   772.69      0.03       96     0.31     0.63  #<BinData::Struct:0x000000019a9ec0>.flags
  0.02   772.72      0.03      662     0.05     0.17  Gem::Dependency#initialize
  0.02   772.75      0.03      709     0.04     0.82  Gem::StubSpecification#to_spec
  0.02   772.78      0.03      251     0.12     0.28  Gem::Version#<=>
  0.02   772.81      0.03      914     0.03     0.12  BinData::SanitizedFields#no_field_names_blank?
  0.02   772.84      0.03       93     0.32     0.32  URI::Generic#component
  0.02   772.87      0.03     1462     0.02     0.49  Bundler::Definition#converge_locked_specs
  0.02   772.90      0.03     4465     0.01     0.01  Gem::StubSpecification#name
  0.02   772.93      0.03        2    15.00    70.00  Array#sort!
  0.02   772.96      0.03     2877     0.01     0.06  Array#hash
  0.02   772.99      0.03    18708     0.00     0.00  String#initialize_copy
  0.02   773.02      0.03      184     0.16     0.22  BinData::DSLMixin::DSLParser#initialize
  0.02   773.05      0.03      628     0.05     0.21  BinData::DSLMixin::DSLFieldValidator#all_or_none_names_failed?
  0.02   773.08      0.03      825     0.04     0.10  BinData::Registry#is_registered?
  0.02   773.11      0.03      628     0.05     1.40  BinData::SanitizedFields#add_field
  0.02   773.14      0.03     5040     0.01     0.01  Array#shift
  0.02   773.17      0.03    16440     0.00     0.00  Module#==
  0.02   773.20      0.03     6811     0.00     0.12  BinData::BasePrimitive::InitialValuePlugin#_value
  0.02   773.23      0.03      806     0.04     0.04  MonkeyPatch::Integer::Ranges#_within_range?
  0.02   773.26      0.03     4805     0.01     0.06  BinData::BasePrimitive#hash
  0.02   773.29      0.03     3606     0.01     0.21  Enumerable#inject
  0.02   773.32      0.03     6960     0.00     0.01  BinData::DSLMixin#dsl_parser
  0.02   773.35      0.03      801     0.04     5.36  Pio::OpenFlow10::Match::Wildcards#ip_source_address
  0.02   773.38      0.03      403     0.07     0.22  Pio::OpenFlow::Message#parse_options
  0.02   773.41      0.03     3200     0.01     0.44  Pio::IPv4Address#to_range
  0.02   773.44      0.03    11247     0.00     0.00  String#*
  0.02   773.47      0.03     1698     0.02     0.02  Symbol#inspect
  0.02   773.50      0.03     3209     0.01     0.01  BinData::IO::Read#seekable?
  0.02   773.53      0.03      399     0.08    46.17  Trema::Controller#send_message
  0.02   773.56      0.03     5213     0.01     0.01  StringIO#initialize
  0.02   773.59      0.03      400     0.07     0.07  BinData::Uint64be#value_to_binary_string
  0.01   773.61      0.02     4130     0.00     0.00  Hash#merge!
  0.01   773.63      0.02      403     0.05   111.14  Pio::OpenFlow::Message#initialize
  0.01   773.65      0.02     1206     0.02     0.11  BinData::Rest#read_and_return_value
  0.01   773.67      0.02      401     0.05     0.20  BinData::Struct#field_names
